,0,1,2,Emissora,Horario
31,1967,"Meu  Filho, Minha Vida",188,REDE TUPI ,NOVELAS
32,1967,A Ponte de Waterloo,74,REDE TUPI ,NOVELAS
33,1967,O  Pequeno Lord,80,REDE TUPI ,NOVELAS
34,1967,Paixão  Proibida,179,REDE TUPI ,NOVELAS
35,1967,Éramos  Seis,88,REDE TUPI ,NOVELAS
36,1967,A  Hora Marcada,76,REDE TUPI ,NOVELAS
37,1967,Encontro  com o Passado,73,REDE TUPI ,NOVELAS
38,1967,O  Jardineiro Espanhol,69,REDE TUPI ,NOVELAS
39,1967,Presídio  de Mulheres,77,REDE TUPI ,NOVELAS
40,1967,Os  Rebeldes,139,REDE TUPI ,NOVELAS
41,1967,Estrelas  no Chão,137,REDE TUPI ,NOVELAS
42,1967,O  Décimo Mandamento,39,REDE TUPI ,NOVELAS
43,1968,Amor sem Deus,93,REDE TUPI ,NOVELAS
44,1968,O Coração Não Envelhece,84,REDE TUPI ,NOVELAS
45,1968,O Homem que Sonhava Colorido,64,REDE TUPI ,NOVELAS
46,1968,O Rouxinol da Galileia,67,REDE TUPI ,NOVELAS
47,1968,Os Amores de Bob,40,REDE TUPI ,NOVELAS
48,1968,Antônio Maria,220,REDE TUPI ,NOVELAS
49,1968,Sozinho no Mundo,90,REDE TUPI ,NOVELAS
50,1968,Beto Rockfeller,212,REDE TUPI ,NOVELAS
51,1968,O Retrato de Laura,93,REDE TUPI ,NOVELAS
52,1969,O Doce Mundo de Guida,32,REDE TUPI ,NOVELAS
53,1969,Um Gosto Amargo de Festa,128,REDE TUPI ,NOVELAS
54,1969,"Nino, o Italianinho",274,REDE TUPI ,NOVELAS
55,1969,Enquanto Houver Estrelas,113,REDE TUPI ,NOVELAS
56,1969,Nenhum Homem é Deus,133,REDE TUPI ,NOVELAS
57,1969,Super Plá,131,REDE TUPI ,NOVELAS
58,1969,João Juca Jr.,110,REDE TUPI ,NOVELAS
59,,,,REDE TUPI ,NOVELAS
60,Ano,Novela,Média,REDE TUPI ,NOVELAS
61,1970,"E Nós, Aonde Vamos?",89,REDE TUPI ,NOVELAS
62,1970,A Gordinha,102,REDE TUPI ,NOVELAS
63,1970,As Bruxas,103,REDE TUPI ,NOVELAS
64,1970,Simplesmente Maria,157,REDE TUPI ,NOVELAS
65,1970,Toninho on the Rocks,51,REDE TUPI ,NOVELAS
66,1970,O Meu Pé de Laranja Lima,174,REDE TUPI ,NOVELAS
67,1971,A Selvagem,53,REDE TUPI ,NOVELAS
68,1971,A Fábrica,160,REDE TUPI ,NOVELAS
69,1971,Hospital,120,REDE TUPI ,NOVELAS
70,1971,Nossa Filha Gabriela,122,REDE TUPI ,NOVELAS
71,1971,O Preço de um Homem,124,REDE TUPI ,NOVELAS
72,1972,Na Idade do Lobo,109,REDE TUPI ,NOVELAS
73,1972,Signo da Esperança,86,REDE TUPI ,NOVELAS
74,1972,Bel-Ami,75,REDE TUPI ,NOVELAS
75,1972,Vitória Bonelli,109,REDE TUPI ,NOVELAS
76,1972,Camomila e Bem-me-Quer,92,REDE TUPI ,NOVELAS
77,1972,Jerônimo: O Herói do Sertão,56,REDE TUPI ,NOVELAS
78,1972,A Revolta dos Anjos,56,REDE TUPI ,NOVELAS
79,1973,Mulheres de Areia,163,REDE TUPI ,NOVELAS
80,1973,A Volta de Beto Rockfeller,102,REDE TUPI ,NOVELAS
81,1973,Rosa dos Ventos,88,REDE TUPI ,NOVELAS
82,1973,O Conde Zebra,129,REDE TUPI ,NOVELAS
83,1973,As Divinas... E Maravilhosas,104,REDE TUPI ,NOVELAS
84,1974,Os Inocentes,176,REDE TUPI ,NOVELAS
85,1974,O Machão,179,REDE TUPI ,NOVELAS
86,1974,A Barba Azul,228,REDE TUPI ,NOVELAS
87,1974,Ídolo de Pano,278,REDE TUPI ,NOVELAS
88,1975,Meu Rico Português,254,REDE TUPI ,NOVELAS
89,1975,"O Velho, o Menino e o Burro",119,REDE TUPI ,NOVELAS
90,1975,O Sheik de Ipanema,249,REDE TUPI ,NOVELAS
91,1975,Ovelha Negra,216,REDE TUPI ,NOVELAS
92,1975,Vila do Arco,164,REDE TUPI ,NOVELAS
93,1975,"Um Dia, o Amor",187,REDE TUPI ,NOVELAS
94,1975,A Viagem,221,REDE TUPI ,NOVELAS
95,1976,Canção para Isabel,87,REDE TUPI ,NOVELAS
96,1976,Xeque-Mate,180,REDE TUPI ,NOVELAS
97,1976,Papai Coração,93,REDE TUPI ,NOVELAS
98,1976,Os Apóstolos de Judas,165,REDE TUPI ,NOVELAS
99,1976,O Julgamento,112,REDE TUPI ,NOVELAS
100,1976,"Tchan, a Grande Sacada",93,REDE TUPI ,NOVELAS
101,1977,Cinderela 77,79,REDE TUPI ,NOVELAS
102,1977,Um Sol Maior,94,REDE TUPI ,NOVELAS
103,1977,Éramos Seis,99,REDE TUPI ,NOVELAS
104,1977,O Profeta,183,REDE TUPI ,NOVELAS
105,1978,"João Brasileiro, o Bom Baiano",149,REDE TUPI ,NOVELAS
106,1978,Roda de Fogo,121,REDE TUPI ,NOVELAS
107,1978,O Direito de Nascer,153,REDE TUPI ,NOVELAS
108,1978,Salário Mínimo,104,REDE TUPI ,NOVELAS
109,1978,Aritana,137,REDE TUPI ,NOVELAS
110,1979,Gaivotas,76,REDE TUPI ,NOVELAS
111,1979,Como Salvar meu Casamento,98,REDE TUPI ,NOVELAS
112,1979,Dinheiro Vivo,54,REDE TUPI ,NOVELAS
113,,,,REDE TUPI ,NOVELAS
114,Ano,Novela,Média,REDE TUPI ,NOVELAS
115,1980,Drácula:  Uma História de Amor,45,REDE TUPI ,NOVELAS
0,Ano,Novela,Média,REDE TUPI ,REPRISES
1,1969,Antônio Maria,57,REDE TUPI ,REPRISES
2,1970,"Nino, o Italianinho",30,REDE TUPI ,REPRISES
3,1972,O Meu Pé de Laranja Lima,14,REDE TUPI ,REPRISES
4,1973,Camomila e Bem-me-Quer,12,REDE TUPI ,REPRISES
5,1973,Jerônimo: O Herói do Sertão,14,REDE TUPI ,REPRISES
6,1978,Éramos Seis,31,REDE TUPI ,REPRISES
7,1979,O Profeta,83,REDE TUPI ,REPRISES
8,1980,Éramos  Seis,-,REDE TUPI ,REPRISES
9,1980,A  Viagem,-,REDE TUPI ,REPRISES
0,Ano,Novela,Média,REDE EXCELSIOR ,NOVELAS
1,1963,2-5499  Ocupado,152,REDE EXCELSIOR ,NOVELAS
2,1963,Aqueles  que Dizem Amar-se,147,REDE EXCELSIOR ,NOVELAS
3,1963,Corações em Conflito,193,REDE EXCELSIOR ,NOVELAS
4,1964,As Solteiras,258,REDE EXCELSIOR ,NOVELAS
5,1964,Ambição,286,REDE EXCELSIOR ,NOVELAS
6,1964,A Moça que Veio de Longe,395,REDE EXCELSIOR ,NOVELAS
7,1964,Mãe,472,REDE EXCELSIOR ,NOVELAS
8,1964,Folhas  ao Vento,477,REDE EXCELSIOR ,NOVELAS
9,1964,Pecado  de Mulher,481,REDE EXCELSIOR ,NOVELAS
10,1964,É  Proibido Amar,240,REDE EXCELSIOR ,NOVELAS
11,1964,Melodia  Fatal,255,REDE EXCELSIOR ,NOVELAS
12,1964,O  Pintor e a Florista,436,REDE EXCELSIOR ,NOVELAS
13,1964,Ilsa,381,REDE EXCELSIOR ,NOVELAS
14,1965,O  Céu é de Todos,325,REDE EXCELSIOR ,NOVELAS
15,1965,Onde  Nasce a Ilusão,326,REDE EXCELSIOR ,NOVELAS
16,1965,Eu  Quero Você,198,REDE EXCELSIOR ,NOVELAS
17,1965,A  Ilha dos Sonhos Perdidos,165,REDE EXCELSIOR ,NOVELAS
18,1965,Ainda  Resta uma Esperança,279,REDE EXCELSIOR ,NOVELAS
19,1965,A  Indomável,342,REDE EXCELSIOR ,NOVELAS
20,1965,"Ontem,  Hoje e Sempre",207,REDE EXCELSIOR ,NOVELAS
21,1965,Vidas  Cruzadas,337,REDE EXCELSIOR ,NOVELAS
22,1965,Os Quatro Filhos,307,REDE EXCELSIOR ,NOVELAS
23,1965,"Pedra  Redonda, 39",170,REDE EXCELSIOR ,NOVELAS
24,1965,Aquele  que Deve Voltar,126,REDE EXCELSIOR ,NOVELAS
25,1965,A  Deusa Vencida,360,REDE EXCELSIOR ,NOVELAS
26,1965,O  Caminho das Estrelas,237,REDE EXCELSIOR ,NOVELAS
27,1965,Em Busca da Felicidade,347,REDE EXCELSIOR ,NOVELAS
28,1965,A Grande Viagem,364,REDE EXCELSIOR ,NOVELAS
29,1966,A Pequena Karen,213,REDE EXCELSIOR ,NOVELAS
30,1966,Almas de Pedra,355,REDE EXCELSIOR ,NOVELAS
31,1966,Redenção,383,REDE EXCELSIOR ,NOVELAS
32,1966,Anjo Marcado,359,REDE EXCELSIOR ,NOVELAS
33,1966,Ninguém Crê em Mim,166,REDE EXCELSIOR ,NOVELAS
34,1966,Abnegação,223,REDE EXCELSIOR ,NOVELAS
35,1966,As Minas de Prata,343,REDE EXCELSIOR ,NOVELAS
36,1967,O  Morro dos Ventos Uivantes,147,REDE EXCELSIOR ,NOVELAS
37,1967,O  Grande Segredo,210,REDE EXCELSIOR ,NOVELAS
38,1967,Os  Fantoches,353,REDE EXCELSIOR ,NOVELAS
39,1967,O  Tempo e o Vento,121,REDE EXCELSIOR ,NOVELAS
40,1967,Sublime  Amor,197,REDE EXCELSIOR ,NOVELAS
41,1968,O Terceiro Pecado,309,REDE EXCELSIOR ,NOVELAS
42,1968,O Direito dos Filhos,274,REDE EXCELSIOR ,NOVELAS
43,1968,Os Tigres,141,REDE EXCELSIOR ,NOVELAS
44,1968,Legião dos Esquecidos,264,REDE EXCELSIOR ,NOVELAS
45,1968,A Muralha,306,REDE EXCELSIOR ,NOVELAS
46,1968,A Pequena Órfã,238,REDE EXCELSIOR ,NOVELAS
47,1968,Os Diabólicos,193,REDE EXCELSIOR ,NOVELAS
48,1969,A Menina do Velereiro Azul,156,REDE EXCELSIOR ,NOVELAS
49,1969,Vidas em Conflito,178,REDE EXCELSIOR ,NOVELAS
50,1969,Os Estranhos,211,REDE EXCELSIOR ,NOVELAS
51,1969,Sangue do meu Sangue,189,REDE EXCELSIOR ,NOVELAS
52,1969,Dez Vidas,188,REDE EXCELSIOR ,NOVELAS
0,Ano,Novela,Média,REDE EXCELSIOR ,REPRISES
1,1969,O Terceiro Pecado,28,REDE EXCELSIOR ,REPRISES
2,1969,A Pequena Órfã,14,REDE EXCELSIOR ,REPRISES
0,Ano,Novela,Média,REDE CNT ,NOVELAS
1,1992,Manuela,17,REDE CNT ,NOVELAS
2,1992,A Árvore Azul,08,REDE CNT ,NOVELAS
3,1992,O Magnata,14,REDE CNT ,NOVELAS
4,1992,O Regresso da Estranha Dama,26,REDE CNT ,NOVELAS
5,1993,Guadalupe,11,REDE CNT ,NOVELAS
6,1996,Irmã Catarina,14,REDE CNT ,NOVELAS
7,1996,Antônio dos Milagres,10,REDE CNT ,NOVELAS
8,1997,Império de Cristal,12,REDE CNT ,NOVELAS
9,1997,Prisioneira do Amor,12,REDE CNT ,NOVELAS
10,1997,Coração Selvagem,15,REDE CNT ,NOVELAS
11,1997,A Força de uma Mulher,12,REDE CNT ,NOVELAS
12,1997,Canavial de Paixões,11,REDE CNT ,NOVELAS
13,1997,Maria José,10,REDE CNT ,NOVELAS
0,Ano,Novela,Média,REDE CNT ,REPRISES
1,1993,Manuela,11,REDE CNT ,REPRISES
2,1996,Guadalupe,12,REDE CNT ,REPRISES
3,1997,Alcançar uma Estrela,11,REDE CNT ,REPRISES
4,1997,Simplesmente Maria,11,REDE CNT ,REPRISES
5,1997,Chispita,04,REDE CNT ,REPRISES
6,1997,Coração Selvagem,09,REDE CNT ,REPRISES
7,1997,Quinze Anos,10,REDE CNT ,REPRISES
8,1997,Coração Selvagem,10,REDE CNT ,REPRISES
9,,,,REDE CNT ,REPRISES
10,,,,REDE CNT ,REPRISES
11,REAPRESENTAÇÕES,REAPRESENTAÇÕES,,REDE CNT ,REPRISES
12,,,,REDE CNT ,REPRISES
13,Ano,Novela,Média,REDE CNT ,REPRISES
14,1996,Irmã Catarina,17,REDE CNT ,REPRISES
15,1996,Antônio dos Milagres,14,REDE CNT ,REPRISES
0,Ano,Novela,Média,REDETV! ,NOVELAS
1,2002,"Betty, a Feia",53,REDETV! ,NOVELAS
2,2003,"Pedro, o Escamoso",18,REDETV! ,NOVELAS
3,2003,Gata Selvagem,20,REDETV! ,NOVELAS
4,2004,Paixões Ardentes,10,REDETV! ,NOVELAS
5,,,,REDETV! ,NOVELAS
6,,,,REDETV! ,NOVELAS
7,REPRISES,REPRISES,,REDETV! ,NOVELAS
8,,,,REDETV! ,NOVELAS
9,Ano,Novela,Média,REDETV! ,NOVELAS
10,2004,"Betty, a Feia",11,REDETV! ,NOVELAS
11,2013,"Betty, a Feia",12,REDETV! ,NOVELAS
