,0,1,2,Emissora,Horario
48,2020,Haja  Coração,51,erro,erro
49,2021,Pega Pega,45,erro,erro
0,Ano,Novela,Média,erro,erro
1,2000,Laços de  Família,71,erro,erro
2,2001,Porto dos  Milagres,113,erro,erro
3,2001,O Clone,167,erro,erro
4,2002,Esperança,87,erro,erro
5,2003,Mulheres  Apaixonadas,119,erro,erro
6,2003,Celebridade,83,erro,erro
7,2004,Senhora do  Destino,158,erro,erro
8,2005,América,169,erro,erro
9,2005,Belíssima,193,erro,erro
10,2006,Páginas da  Vida,111,erro,erro
11,2007,Paraíso  Tropical,129,erro,erro
12,2007,Duas Caras,124,erro,erro
13,2008,A Favorita,130,erro,erro
14,2009,Caminho das  Índias,107,erro,erro
15,2009,Viver a  Vida,84,erro,erro
16,,,,erro,erro
17,Ano,Novela,Média,erro,erro
18,2010,Passione,69,erro,erro
19,2011,Insensato  Coração,62,erro,erro
20,2011,Fina  Estampa,121,erro,erro
21,2012,Avenida  Brasil,97,erro,erro
22,2012,Salve Jorge,111,erro,erro
23,2013,Amor à Vida,131,erro,erro
24,2014,Em Família,90,erro,erro
25,2014,Império,126,erro,erro
26,2015,Babilônia,14,erro,erro
27,2015,A Regra do  Jogo,42,erro,erro
28,2016,Velho Chico,03,erro,erro
29,2016,A Lei do  Amor,20,erro,erro
30,2017,A Força do  Querer,67,erro,erro
31,2017,O Outro  Lado do Paraíso,119,erro,erro
32,2018,Segundo Sol,73,erro,erro
33,2018,O Sétimo  Guardião,52,erro,erro
34,2019,A Dona do  Pedaço,70,erro,erro
35,2019,Amor de Mãe,32,erro,erro
36,,,,erro,erro
37,Ano,Novela,Média,erro,erro
38,2021,Um Lugar ao  Sol,23,erro,erro
39,2022,Pantanal,82,erro,erro
40,2022,Travessia,-,erro,erro
41,,,,erro,erro
42,,,,erro,erro
43,REPRISES,REPRISES,,erro,erro
44,,,,erro,erro
45,Ano,Reprise,Média,erro,erro
46,2020,Fina  Estampa,41,erro,erro
47,2020,A Força do  Querer,42,erro,erro
48,2021,Império,36,erro,erro
0,Ano,Novela,Média,erro,erro
1,2012,Intensa  como a Vida,20,erro,erro
2,2013,Casa Cheia,14,erro,erro
3,2014,Sonhos,07,erro,erro
4,2015,Seu Lugar  no Mundo,22,erro,erro
5,2016,Pro Dia  Nascer Feliz,20,erro,erro
6,2017,Viva a  Diferença,30,erro,erro
7,2018,Vidas  Brasileiras,19,erro,erro
8,2019,Toda Forma  de Amar,04,erro,erro
9,,,,erro,erro
10,Ano,Reprise,Média,erro,erro
11,2020,Viva a  Diferença,-16,erro,erro
12,2021,Sonhos,01,erro,erro
0,Ano,Novela,Média,RECORD ,NOVELAS NACIONAIS
1,1964,João  Pão,108,RECORD ,NOVELAS NACIONAIS
2,1964,Sonho  de Amor,110,RECORD ,NOVELAS NACIONAIS
3,1964,Renúncia,85,RECORD ,NOVELAS NACIONAIS
4,1964,O  Desconhecido,131,RECORD ,NOVELAS NACIONAIS
5,1964,Banzo,124,RECORD ,NOVELAS NACIONAIS
6,1964,Marcados  pelo Amor,107,RECORD ,NOVELAS NACIONAIS
7,1964,Prisioneiro  de um Sonho,86,RECORD ,NOVELAS NACIONAIS
8,1965,Somos  Todos Irmãos,45,RECORD ,NOVELAS NACIONAIS
9,1965,Quatro  Homens Juntos,145,RECORD ,NOVELAS NACIONAIS
10,1965,Comédia  Carioca,16,RECORD ,NOVELAS NACIONAIS
11,1965,Ceará  Contra 007,170,RECORD ,NOVELAS NACIONAIS
12,1965,Turbilhão,07,RECORD ,NOVELAS NACIONAIS
13,1965,Quem  Bate,164,RECORD ,NOVELAS NACIONAIS
14,1965,Mãos ao Ar,97,RECORD ,NOVELAS NACIONAIS
15,1968,A Última  Testemunha,150,RECORD ,NOVELAS NACIONAIS
16,1968,As  Professorinhas,89,RECORD ,NOVELAS NACIONAIS
17,1968,Ana,95,RECORD ,NOVELAS NACIONAIS
18,1969,Algemas de  Ouro,151,RECORD ,NOVELAS NACIONAIS
19,1969,Os  Acorrentados,128,RECORD ,NOVELAS NACIONAIS
20,1969,Seu Único  Pecado,115,RECORD ,NOVELAS NACIONAIS
21,,,,RECORD ,NOVELAS NACIONAIS
22,Ano,Novela,Média,RECORD ,NOVELAS NACIONAIS
23,1970,As Pupilas  do Senhor Reitor,200,RECORD ,NOVELAS NACIONAIS
24,1970,Tilim,106,RECORD ,NOVELAS NACIONAIS
25,1971,Os Deuses  Estão Mortos,148,RECORD ,NOVELAS NACIONAIS
26,1971,"Editora  Mayo, Bom Dia",107,RECORD ,NOVELAS NACIONAIS
27,1971,Pingo de  Gente,96,RECORD ,NOVELAS NACIONAIS
28,1971,Sol Amarelo,45,RECORD ,NOVELAS NACIONAIS
29,1971,Quarenta  Anos Depois,91,RECORD ,NOVELAS NACIONAIS
30,1972,O Príncipe  e o Mendigo,47,RECORD ,NOVELAS NACIONAIS
31,1972,O Tempo Não  Apaga,89,RECORD ,NOVELAS NACIONAIS
32,1972,Os Fidalgos  da Casa Mourisca,41,RECORD ,NOVELAS NACIONAIS
33,1972,O Leopardo,31,RECORD ,NOVELAS NACIONAIS
34,1972,Eu e a Moto,32,RECORD ,NOVELAS NACIONAIS
35,1972,Quero Viver,53,RECORD ,NOVELAS NACIONAIS
36,1973,Vendaval,36,RECORD ,NOVELAS NACIONAIS
37,1973,Venha Ver o  Sol na Estrada,32,RECORD ,NOVELAS NACIONAIS
38,1973,Vidas  Marcadas,22,RECORD ,NOVELAS NACIONAIS
39,1973,Meu  Adorável Mendigo,15,RECORD ,NOVELAS NACIONAIS
40,1977,O  Espantalho,55,RECORD ,NOVELAS NACIONAIS
41,,,,RECORD ,NOVELAS NACIONAIS
42,Ano,Novela,Média,RECORD ,NOVELAS NACIONAIS
43,1997,Canoa do  Bagre,34,RECORD ,NOVELAS NACIONAIS
44,1998,Estrela de  Fogo,60,RECORD ,NOVELAS NACIONAIS
45,1999,Louca  Paixão,95,RECORD ,NOVELAS NACIONAIS
46,1999,Tiro e  Queda,35,RECORD ,NOVELAS NACIONAIS
47,,,,RECORD ,NOVELAS NACIONAIS
48,Ano,Novela,Média,RECORD ,NOVELAS NACIONAIS
49,2000,Marcas da  Paixão,63,RECORD ,NOVELAS NACIONAIS
50,2000,Vidas Cruzadas,57,RECORD ,NOVELAS NACIONAIS
51,2001,Roda da  Vida,44,RECORD ,NOVELAS NACIONAIS
52,2004,Metamorphoses,32,RECORD ,NOVELAS NACIONAIS
53,2004,A Escrava  Isaura,127,RECORD ,NOVELAS NACIONAIS
54,2005,Essas  Mulheres,87,RECORD ,NOVELAS NACIONAIS
55,2005,Prova de  Amor,166,RECORD ,NOVELAS NACIONAIS
56,2006,Cidadão  Brasileiro,105,RECORD ,NOVELAS NACIONAIS
57,2006,Bicho do  Mato,113,RECORD ,NOVELAS NACIONAIS
58,2006,Alta  Estação,57,RECORD ,NOVELAS NACIONAIS
59,2006,Vidas  Opostas,131,RECORD ,NOVELAS NACIONAIS
60,2007,Luz do Sol,92,RECORD ,NOVELAS NACIONAIS
61,2007,Caminhos do  Coração,153,RECORD ,NOVELAS NACIONAIS
62,2007,Amor e  Intrigas,118,RECORD ,NOVELAS NACIONAIS
63,2008,Os Mutantes,136,RECORD ,NOVELAS NACIONAIS
64,2008,Chamas da  Vida,139,RECORD ,NOVELAS NACIONAIS
65,2009,Promessas  de Amor,89,RECORD ,NOVELAS NACIONAIS
66,2009,Poder  Paralelo,106,RECORD ,NOVELAS NACIONAIS
67,2009,"Bela, a  Feia",105,RECORD ,NOVELAS NACIONAIS
68,,,,RECORD ,NOVELAS NACIONAIS
69,Ano,Novela,Média,RECORD ,NOVELAS NACIONAIS
70,2010,Ribeirão do  Tempo,114,RECORD ,NOVELAS NACIONAIS
71,2011,Rebelde,78,RECORD ,NOVELAS NACIONAIS
72,2011,Vidas em  Jogo,115,RECORD ,NOVELAS NACIONAIS
73,2012,Máscaras,59,RECORD ,NOVELAS NACIONAIS
74,2012,Balacobaco,67,RECORD ,NOVELAS NACIONAIS
75,2013,Dona Xepa,70,RECORD ,NOVELAS NACIONAIS
76,2013,Pecado  Mortal,56,RECORD ,NOVELAS NACIONAIS
77,2014,Vitória,59,RECORD ,NOVELAS NACIONAIS
78,2015,Os Dez  Mandamentos,163,RECORD ,NOVELAS NACIONAIS
79,2016,Os Dez  Mandamentos: T2,156,RECORD ,NOVELAS NACIONAIS
80,2016,Escrava Mãe,108,RECORD ,NOVELAS NACIONAIS
81,2016,A Terra  Prometida,145,RECORD ,NOVELAS NACIONAIS
82,2017,O Rico e  Lázaro,101,RECORD ,NOVELAS NACIONAIS
83,2017,Belaventura,58,RECORD ,NOVELAS NACIONAIS
84,2017,Apocalipse,80,RECORD ,NOVELAS NACIONAIS
85,2018,Jesus,99,RECORD ,NOVELAS NACIONAIS
86,2019,Jezabel,74,RECORD ,NOVELAS NACIONAIS
87,2019,Topíssima,80,RECORD ,NOVELAS NACIONAIS
88,2019,Amor Sem  Igual,85,RECORD ,NOVELAS NACIONAIS
89,,,,RECORD ,NOVELAS NACIONAIS
90,Ano,Novela,Média,RECORD ,NOVELAS NACIONAIS
91,2021,Gênesis,125,RECORD ,NOVELAS NACIONAIS
92,2022,Reis,-,RECORD ,NOVELAS NACIONAIS
0,Ano,Novela,Média,RECORD ,REPRISES
1,1999,Estrela de  Fogo,26,RECORD ,REPRISES
2,,,,RECORD ,REPRISES
3,Ano,Novela,Média,RECORD ,REPRISES
4,2002,Louca  Paixão,20,RECORD ,REPRISES
5,2004,Marcas  da Paixão,20,RECORD ,REPRISES
6,2005,A  Escrava Isaura,70,RECORD ,REPRISES
7,2006,Louca  Paixão,30,RECORD ,REPRISES
8,2007,A  Escrava Isaura,50,RECORD ,REPRISES
9,2007,Essas  Mulheres,28,RECORD ,REPRISES
10,2008,Prova de  Amor,49,RECORD ,REPRISES
11,2009,Bicho do  Mato,38,RECORD ,REPRISES
12,,,,RECORD ,REPRISES
13,Ano,Novela,Média,RECORD ,REPRISES
14,2010,Os Mutantes,62,RECORD ,REPRISES
15,2012,Vidas  Opostas,57,RECORD ,REPRISES
16,2015,Prova de  Amor,65,RECORD ,REPRISES
17,2015,Dona Xepa,34,RECORD ,REPRISES
18,2015,Chamas da  Vida,48,RECORD ,REPRISES
19,2016,Amor e  Intrigas,69,RECORD ,REPRISES
20,2016,Vidas em  Jogo,55,RECORD ,REPRISES
21,2017,A Escrava  Isaura,104,RECORD ,REPRISES
22,2017,Ribeirão do  Tempo,62,RECORD ,REPRISES
23,2017,Os Dez  Mandamentos,82,RECORD ,REPRISES
24,2017,Bicho do  Mato,55,RECORD ,REPRISES
25,2018,Luz do Sol,62,RECORD ,REPRISES
26,2018,A Terra  Prometida,100,RECORD ,REPRISES
27,2018,Essas  Mulheres,55,RECORD ,REPRISES
28,2018,"Bela, a  Feia",74,RECORD ,REPRISES
29,2019,Caminhos do  Coração,53,RECORD ,REPRISES
30,2019,O Rico e  Lázaro,65,RECORD ,REPRISES
31,2019,A Escrava  Isaura,71,RECORD ,REPRISES
32,,,,RECORD ,REPRISES
33,Ano,Novela,Média,RECORD ,REPRISES
34,2020,Jesus,64,RECORD ,REPRISES
35,2020,Apocalipse,60,RECORD ,REPRISES
36,2020,Os Mutantes,46,RECORD ,REPRISES
37,2020,Escrava Mãe,53,RECORD ,REPRISES
38,2021,Topíssima,75,RECORD ,REPRISES
39,2021,Belaventura,45,RECORD ,REPRISES
40,2021,Prova de  Amor,60,RECORD ,REPRISES
41,2021,A Bíblia,90,RECORD ,REPRISES
42,2022,Chamas da  Vida,42,RECORD ,REPRISES
43,2022,Jesus,65,RECORD ,REPRISES
44,2022,Amor sem  Igual,43,RECORD ,REPRISES
45,2022,Os Dez  Mandamentos,-,RECORD ,REPRISES
46,2022,Jesus,-,RECORD ,REPRISES
47,2023,Vidas em  Jogo,-,RECORD ,REPRISES
0,FAIXA  I,FAIXA  I,,RECORD ,REPRISES POR FAIXAS
1,,,,RECORD ,REPRISES POR FAIXAS
2,Ano,Novela,Média,RECORD ,REPRISES POR FAIXAS
3,2015,Prova de  Amor,65,RECORD ,REPRISES POR FAIXAS
4,2016,Amor e  Intrigas,69,RECORD ,REPRISES POR FAIXAS
5,2017,Ribeirão do  Tempo,62,RECORD ,REPRISES POR FAIXAS
6,2018,Luz do Sol,62,RECORD ,REPRISES POR FAIXAS
7,2018,"Bela, a  Feia",74,RECORD ,REPRISES POR FAIXAS
8,2019,A Escrava  Isaura,71,RECORD ,REPRISES POR FAIXAS
9,2020,Escrava Mãe,53,RECORD ,REPRISES POR FAIXAS
10,2021,Belaventura,45,RECORD ,REPRISES POR FAIXAS
11,2021,Prova de  Amor,60,RECORD ,REPRISES POR FAIXAS
12,2022,Chamas da  Vida,42,RECORD ,REPRISES POR FAIXAS
13,2022,Os Dez  Mandamentos,-,RECORD ,REPRISES POR FAIXAS
14,,,,RECORD ,REPRISES POR FAIXAS
15,,,,RECORD ,REPRISES POR FAIXAS
16,FAIXA  II,FAIXA  II,,RECORD ,REPRISES POR FAIXAS
17,,,,RECORD ,REPRISES POR FAIXAS
18,Ano,Novela,Média,RECORD ,REPRISES POR FAIXAS
19,2015,Dona Xepa,34,RECORD ,REPRISES POR FAIXAS
20,2015,Chamas da  Vida,48,RECORD ,REPRISES POR FAIXAS
21,2016,Vidas em  Jogo,55,RECORD ,REPRISES POR FAIXAS
22,2017,Bicho do  Mato,55,RECORD ,REPRISES POR FAIXAS
23,2018,Essas  Mulheres,55,RECORD ,REPRISES POR FAIXAS
24,2019,Caminhos do  Coração,53,RECORD ,REPRISES POR FAIXAS
25,2020,Os Mutantes,46,RECORD ,REPRISES POR FAIXAS
26,,,,RECORD ,REPRISES POR FAIXAS
27,,,,RECORD ,REPRISES POR FAIXAS
28,FAIXA  III,FAIXA  III,,RECORD ,REPRISES POR FAIXAS
29,,,,RECORD ,REPRISES POR FAIXAS
30,Ano,Novela,Média,RECORD ,REPRISES POR FAIXAS
31,2017,A Escrava  Isaura,104,RECORD ,REPRISES POR FAIXAS
32,2017,Os Dez  Mandamentos,82,RECORD ,REPRISES POR FAIXAS
33,2018,A Terra  Prometida,100,RECORD ,REPRISES POR FAIXAS
34,2020,Apocalipse,60,RECORD ,REPRISES POR FAIXAS
35,2021,A Bíblia,90,RECORD ,REPRISES POR FAIXAS
36,2022,Jesus,-,RECORD ,REPRISES POR FAIXAS
37,,,,RECORD ,REPRISES POR FAIXAS
38,,,,RECORD ,REPRISES POR FAIXAS
39,FAIXA  IV,FAIXA  IV,,RECORD ,REPRISES POR FAIXAS
40,,,,RECORD ,REPRISES POR FAIXAS
41,Ano,Novela,Média,RECORD ,REPRISES POR FAIXAS
42,2019,O Rico e  Lázaro,65,RECORD ,REPRISES POR FAIXAS
43,2020,Jesus,64,RECORD ,REPRISES POR FAIXAS
44,2021,Topíssima,75,RECORD ,REPRISES POR FAIXAS
45,2022,Jesus,65,RECORD ,REPRISES POR FAIXAS
46,2022,Amor sem  Igual,43,RECORD ,REPRISES POR FAIXAS
47,2023,Vidas em  Jogo,-,RECORD ,REPRISES POR FAIXAS
0,Ano,Novela,Média,RECORD ,NOVELAS ESTRANGEIRAS
1,1994,A Revanche,16,RECORD ,NOVELAS ESTRANGEIRAS
2,2000,Olhar de  Mulher,33,RECORD ,NOVELAS ESTRANGEIRAS
3,2001,Samantha,32,RECORD ,NOVELAS ESTRANGEIRAS
4,2002,"Joana, a  Virgem",37,RECORD ,NOVELAS ESTRANGEIRAS
5,2003,Um Amor de  Babá,23,RECORD ,NOVELAS ESTRANGEIRAS
6,2007,"Zorro,  a Espada e a Rosa",60,RECORD ,NOVELAS ESTRANGEIRAS
0,Ano,Novela,Média,RECORD ,REAPRESENTAÇÕES
1,2001,Acampamento  Legal,16,RECORD ,REAPRESENTAÇÕES
0,NACIONAIS,NACIONAIS,,RECORD ,SÉRIES
1,,,,RECORD ,SÉRIES
2,Ano,Série,Média,RECORD ,SÉRIES
3,2009,A Lei e o  Crime,138,RECORD ,SÉRIES
4,2012,Fora de  Controle,55,RECORD ,SÉRIES
5,2014,Conselho  Tutelar: 1ª Temporada,75,RECORD ,SÉRIES
6,2016,Conselho  Tutelar: 2ª Temporada,73,RECORD ,SÉRIES
7,2017,Sem Volta,62,RECORD ,SÉRIES
8,2018,Conselho  Tutelar: 3ª Temporada,41,RECORD ,SÉRIES
9,2022,Aeroporto:  3ª Temporada,60,RECORD ,SÉRIES
10,2022,Todas as  Garotas em Mim: 1ª Temporada,45,RECORD ,SÉRIES
11,2022,Todas as Garotas  em Mim: 2ª Temporada,43,RECORD ,SÉRIES
12,2023,Aeroporto:  4ª Temporada,-,RECORD ,SÉRIES
13,,,,RECORD ,SÉRIES
14,,,,RECORD ,SÉRIES
15,ESTRANGEIRAS,ESTRANGEIRAS,,RECORD ,SÉRIES
16,,,,RECORD ,SÉRIES
17,Ano,Série,Média,RECORD ,SÉRIES
18,2014,Breaking  Bad,36,RECORD ,SÉRIES
19,2014,Spartacus:  1ª Temporada,44,RECORD ,SÉRIES
20,2014,Era Uma Vez,47,RECORD ,SÉRIES
21,2014,Bates  Motel: 1ª Temporada,34,RECORD ,SÉRIES
22,2014,Chicago  Fire: 1ª Temporada,23,RECORD ,SÉRIES
23,2014,Grimm: 1ª  Temporada,32,RECORD ,SÉRIES
24,2014,Spartacus:  2ª Temporada,43,RECORD ,SÉRIES
25,2021,Quando  Chama o Coração,81,RECORD ,SÉRIES
26,2022,Quilos  Mortais: 1ª Temporada,64,RECORD ,SÉRIES
27,2023,Quilos  Mortais: 2ª Temporada,-,RECORD ,SÉRIES
28,,,,RECORD ,SÉRIES
29,,,,RECORD ,SÉRIES
30,REPRISES,REPRISES,,RECORD ,SÉRIES
31,,,,RECORD ,SÉRIES
32,Ano,Série,Média,RECORD ,SÉRIES
33,2013,A Lei e o  Crime,40,RECORD ,SÉRIES
34,2018,A Lei e o  Crime,51,RECORD ,SÉRIES
35,2023,A Lei e o  Crime,40,RECORD ,SÉRIES
0,Ano,Minissérie,Média,RECORD ,MINISSÉRIES
1,1997,A Filha do  Demônio,40,RECORD ,MINISSÉRIES
2,1997,Olho da  Terra,24,RECORD ,MINISSÉRIES
3,1997,Direito de  Vencer,21,RECORD ,MINISSÉRIES
4,1997,Por Amor e  Ódio,24,RECORD ,MINISSÉRIES
5,1997,Uma Janela  para o Céu,14,RECORD ,MINISSÉRIES
6,1997,Velas de  Sangue,15,RECORD ,MINISSÉRIES
7,1997,A Sétima  Bala,13,RECORD ,MINISSÉRIES
8,1997,O Desafio  de Elias,36,RECORD ,MINISSÉRIES
9,1998,Do Fundo do  Coração,28,RECORD ,MINISSÉRIES
10,1998,Alma  de Pedra,-,RECORD ,MINISSÉRIES
11,1998,A História  de Ester,38,RECORD ,MINISSÉRIES
12,,,,RECORD ,MINISSÉRIES
13,Ano,Minissérie,Média,RECORD ,MINISSÉRIES
14,2010,A História  de Ester,109,RECORD ,MINISSÉRIES
15,2011,Sansão e  Dalila,123,RECORD ,MINISSÉRIES
16,2012,Rei Davi,124,RECORD ,MINISSÉRIES
17,2013,José do  Egito,107,RECORD ,MINISSÉRIES
18,2014,Milagres de  Jesus: 1ª Temporada,88,RECORD ,MINISSÉRIES
19,2014,Plano Alto,38,RECORD ,MINISSÉRIES
20,2015,Milagres de  Jesus: 2ª Temporada,80,RECORD ,MINISSÉRIES
21,2018,Lia,93,RECORD ,MINISSÉRIES
22,,,,RECORD ,MINISSÉRIES
23,,,,RECORD ,MINISSÉRIES
24,ESTRANGEIRAS,ESTRANGEIRAS,,RECORD ,MINISSÉRIES
25,,,,RECORD ,MINISSÉRIES
26,Ano,Minissérie,Média,RECORD ,MINISSÉRIES
27,2013,A Bíblia:  1ª Temporada,107,RECORD ,MINISSÉRIES
28,2016,A Bíblia:  2ª Temporada,59,RECORD ,MINISSÉRIES
29,,,,RECORD ,MINISSÉRIES
30,,,,RECORD ,MINISSÉRIES
31,REPRISES,REPRISES,,RECORD ,MINISSÉRIES
32,,,,RECORD ,MINISSÉRIES
33,Ano,Minissérie,Média,RECORD ,MINISSÉRIES
34,2010,A História  de Ester,49,RECORD ,MINISSÉRIES
35,2011,A História  de Ester,27,RECORD ,MINISSÉRIES
36,2012,Rei Davi,63,RECORD ,MINISSÉRIES
37,2012,A História  de Ester,52,RECORD ,MINISSÉRIES
38,2013,Sansão e  Dalila,48,RECORD ,MINISSÉRIES
39,2014,José do  Egito,76,RECORD ,MINISSÉRIES
40,2015,Milagres de  Jesus: 1ª Temporada,64,RECORD ,MINISSÉRIES
41,2015,Rei Davi,127,RECORD ,MINISSÉRIES
42,2016,José do  Egito,125,RECORD ,MINISSÉRIES
43,2016,Sansão e  Dalila,106,RECORD ,MINISSÉRIES
44,2018,José do  Egito,77,RECORD ,MINISSÉRIES
45,2018,Rei Davi,80,RECORD ,MINISSÉRIES
0,Ano,Reality,Média,RECORD ,REALITY SHOW
1,2009,A Fazenda 1,143,RECORD ,REALITY SHOW
2,2009,A Fazenda 2,93,RECORD ,REALITY SHOW
3,,,,RECORD ,REALITY SHOW
4,Ano,Reality,Média,RECORD ,REALITY SHOW
5,2010,A Fazenda 3,143,RECORD ,REALITY SHOW
6,2011,A Fazenda 4,114,RECORD ,REALITY SHOW
7,2012,A Fazenda 5,107,RECORD ,REALITY SHOW
8,2012,Fazenda de  Verão: 1ª Temporada,67,RECORD ,REALITY SHOW
9,2013,A Fazenda 6,89,RECORD ,REALITY SHOW
10,2014,A Fazenda 7,88,RECORD ,REALITY SHOW
11,2015,A Fazenda 8,94,RECORD ,REALITY SHOW
12,2015,Batalha dos  Confeiteiros,115,RECORD ,REALITY SHOW
13,2016,Power  Couple: 1ª Temporada,95,RECORD ,REALITY SHOW
14,2016,Batalha dos  Cozinheiros,62,RECORD ,REALITY SHOW
15,2017,Dancing  Brasil: 1ª Temporada,59,RECORD ,REALITY SHOW
16,2017,Power  Couple: 2ª Temporada,74,RECORD ,REALITY SHOW
17,2017,A Casa: 1ª  Temporada,59,RECORD ,REALITY SHOW
18,2017,Dancing  Brasil: 2ª Temporada,58,RECORD ,REALITY SHOW
19,2017,A Fazenda 9,86,RECORD ,REALITY SHOW
20,2018,Dancing  Brasil: 3ª Temporada,63,RECORD ,REALITY SHOW
21,2018,Batalha dos  Confeiteiros: 2ª Temporada,71,RECORD ,REALITY SHOW
22,2018,Power Couple:  3ª Temporada,79,RECORD ,REALITY SHOW
23,2018,Canta  Comigo: 1ª Temporada,75,RECORD ,REALITY SHOW
24,2018,A Fazenda  10,98,RECORD ,REALITY SHOW
25,2018,Dancing  Brasil: 4ª Temporada,60,RECORD ,REALITY SHOW
26,2019,The Four  Brasil: 1ª Temporada,67,RECORD ,REALITY SHOW
27,2019,Troca de  Esposas: 1ª Temporada,81,RECORD ,REALITY SHOW
28,2019,Top Chef  Brasil: 1ª Temporada,57,RECORD ,REALITY SHOW
29,2019,Power  Couple: 4ª Temporada,71,RECORD ,REALITY SHOW
30,2019,Dancing  Brasil: 5ª Temporada,53,RECORD ,REALITY SHOW
31,2019,Duelo dos  Confeiteiros: Buddy vs Duff,40,RECORD ,REALITY SHOW
32,2019,A Fazenda  11,82,RECORD ,REALITY SHOW
33,2019,Canta  Comigo: 2ª Temporada,62,RECORD ,REALITY SHOW
34,,,,RECORD ,REALITY SHOW
35,Ano,Reality,Média,RECORD ,REALITY SHOW
36,2020,Troca de  Esposas: 2ª Temporada,62,RECORD ,REALITY SHOW
37,2020,The Four  Brasil: 2ª Temporada,42,RECORD ,REALITY SHOW
38,2020,Top Chef  Brasil: 2ª Temporada,55,RECORD ,REALITY SHOW
39,2020,A Fazenda  12,130,RECORD ,REALITY SHOW
40,2020,Game dos  Clones: 1ª Temporada,77,RECORD ,REALITY SHOW
41,2021,Canta Comigo:  3ª Temporada,75,RECORD ,REALITY SHOW
42,2021,Power  Couple: 5ª Temporada,64,RECORD ,REALITY SHOW
43,2021,Ilha  Record: 1ª Temporada,70,RECORD ,REALITY SHOW
44,2021,A Fazenda  13,92,RECORD ,REALITY SHOW
45,2021,Top Chef  Brasil: 3ª Temporada,45,RECORD ,REALITY SHOW
46,2021,Canta  Comigo Teen: 2ª Temporada,82,RECORD ,REALITY SHOW
47,2022,Canta  Comigo: 4ª Temporada,70,RECORD ,REALITY SHOW
48,2022,Power  Couple: 6ª Temporada,48,RECORD ,REALITY SHOW
49,2022,Canta  Comigo Teen: 3ª Temporada,74,RECORD ,REALITY SHOW
50,2022,Ilha  Record: 2ª Temporada,34,RECORD ,REALITY SHOW
51,2022,A Fazenda  14,73,RECORD ,REALITY SHOW
0,Ano,Programa,Média,RECORD ,PROGRAMAS
1,2021,A Noite é  Nossa,45,RECORD ,PROGRAMAS
0,Ano,Novela,Média,SBT ,NOVELAS NACIONAIS
1,1982,Destino,116,SBT ,NOVELAS NACIONAIS
2,1982,A Força do  Amor,164,SBT ,NOVELAS NACIONAIS
3,1982,A Leoa,158,SBT ,NOVELAS NACIONAIS
4,1982,Conflito,135,SBT ,NOVELAS NACIONAIS
5,1983,Sombras do  Passado,124,SBT ,NOVELAS NACIONAIS
6,1983,Acorrentada,161,SBT ,NOVELAS NACIONAIS
7,1983,A Ponte do  Amor,111,SBT ,NOVELAS NACIONAIS
8,1983,A Justiça  de Deus,143,SBT ,NOVELAS NACIONAIS
9,1983,Pecado de  Amor,99,SBT ,NOVELAS NACIONAIS
10,1983,Razão de Viver,96,SBT ,NOVELAS NACIONAIS
11,1983,O Anjo  Maldito,109,SBT ,NOVELAS NACIONAIS
12,1983,Vida  Roubada,88,SBT ,NOVELAS NACIONAIS
13,1984,"Meus  Filhos, Minha Vida",126,SBT ,NOVELAS NACIONAIS
14,1984,Jerônimo,66,SBT ,NOVELAS NACIONAIS
15,1985,Jogo do  Amor,83,SBT ,NOVELAS NACIONAIS
16,1985,Uma  Esperança no Ar,47,SBT ,NOVELAS NACIONAIS
17,1989,Cortina de  Vidro,54,SBT ,NOVELAS NACIONAIS
18,,,,SBT ,NOVELAS NACIONAIS
19,Ano,Novela,Média,SBT ,NOVELAS NACIONAIS
20,1990,Brasileiras  e Brasileiros,51,SBT ,NOVELAS NACIONAIS
21,1994,Éramos Seis,147,SBT ,NOVELAS NACIONAIS
22,1994,As Pupilas  do Senhor Reitor,108,SBT ,NOVELAS NACIONAIS
23,1995,Sangue do  meu Sangue,78,SBT ,NOVELAS NACIONAIS
24,1996,Colégio  Brasil,73,SBT ,NOVELAS NACIONAIS
25,1996,"Antônio  Alves, Taxista",84,SBT ,NOVELAS NACIONAIS
26,1996,Razão de  Viver,74,SBT ,NOVELAS NACIONAIS
27,1996,Dona Anja,67,SBT ,NOVELAS NACIONAIS
28,1997,Os Ossos do  Barão,58,SBT ,NOVELAS NACIONAIS
29,1997,Chiquititas:  1ª Temporada,137,SBT ,NOVELAS NACIONAIS
30,1998,Fascinação,91,SBT ,NOVELAS NACIONAIS
31,1998,Chiquititas:  2ª Temporada,142,SBT ,NOVELAS NACIONAIS
32,1998,Pérola  Negra,138,SBT ,NOVELAS NACIONAIS
33,1999,Chiquititas:  3ª Temporada,180,SBT ,NOVELAS NACIONAIS
34,1999,Chiquititas:  4ª Temporada,154,SBT ,NOVELAS NACIONAIS
35,,,,SBT ,NOVELAS NACIONAIS
36,Ano,Novela,Média,SBT ,NOVELAS NACIONAIS
37,2000,Chiquititas:  5ª Temporada,100,SBT ,NOVELAS NACIONAIS
38,2001,O Direito  de Nascer,101,SBT ,NOVELAS NACIONAIS
39,2001,Pícara  Sonhadora,166,SBT ,NOVELAS NACIONAIS
40,2001,Amor e Ódio,147,SBT ,NOVELAS NACIONAIS
41,2002,Marisol,153,SBT ,NOVELAS NACIONAIS
